ID,Tesis Adı,Kategori,Enlem,Boylam,Kritiklik,Durum,Kaynak,Etiket,Tahmini_Alan_km2,Detayli_Stratejik_Aciklama,Bağlı_Olduğu_Üs
2220,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #24,hava,39.64226,22.407407,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2221,Yunanistan - Larissa Hava Üssü | Patriot PAC-3 Bataryası - Radar (AN/MPQ-65) #1,havasavunma,39.640308,22.40288,100,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Patriot PAC-3 Bataryası - Radar (AN/MPQ-65). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1665 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2222,Yunanistan - Larissa Hava Üssü | Patriot PAC-3 - Fırlatma Rampası #1,havasavunma,39.640521,22.430984,94,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Patriot PAC-3 - Fırlatma Rampası. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1997 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2223,Yunanistan - Larissa Hava Üssü | Patriot PAC-3 - Fırlatma Rampası #2,havasavunma,39.664379,22.422705,94,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Patriot PAC-3 - Fırlatma Rampası. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1997 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2224,Yunanistan - Larissa Hava Üssü | Patriot PAC-3 - Fırlatma Rampası #3,havasavunma,39.650565,22.424861,94,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Patriot PAC-3 - Fırlatma Rampası. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1997 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2225,Yunanistan - Larissa Hava Üssü | Patriot PAC-3 - Fırlatma Rampası #4,havasavunma,39.666418,22.408175,94,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Patriot PAC-3 - Fırlatma Rampası. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1997 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2226,Yunanistan - Larissa Hava Üssü | Patriot PAC-3 - Fırlatma Rampası #5,havasavunma,39.6583,22.402574,94,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Patriot PAC-3 - Fırlatma Rampası. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1997 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2227,Yunanistan - Larissa Hava Üssü | Patriot PAC-3 - Fırlatma Rampası #6,havasavunma,39.64572,22.416938,94,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Patriot PAC-3 - Fırlatma Rampası. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1997 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2228,Yunanistan - Larissa Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #1,hava,39.655093,22.404285,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2229,Yunanistan - Larissa Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #2,hava,39.646456,22.40268,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2230,Yunanistan - Larissa Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #3,hava,39.644486,22.428159,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2231,Yunanistan - Larissa Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #4,hava,39.639597,22.409167,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2232,Yunanistan - Larissa Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #5,hava,39.65407,22.403599,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2233,Yunanistan - Larissa Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #6,hava,39.665273,22.408983,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2234,Yunanistan - Larissa Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #7,hava,39.642054,22.408781,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2235,Yunanistan - Larissa Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #8,hava,39.648155,22.413978,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2236,Yunanistan - Larissa Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #9,hava,39.646195,22.412597,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2237,Yunanistan - Larissa Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #10,hava,39.637778,22.398603,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2238,Yunanistan - Larissa Hava Üssü | Mühimmat Depo Alanı (Bunker) #1,hava,39.668259,22.432746,92,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Mühimmat Depo Alanı (Bunker). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2775 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2239,Yunanistan - Larissa Hava Üssü | Mühimmat Depo Alanı (Bunker) #2,hava,39.662193,22.41527,92,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Mühimmat Depo Alanı (Bunker). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2775 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2240,Yunanistan - Larissa Hava Üssü | Mühimmat Depo Alanı (Bunker) #3,hava,39.67316,22.397488,92,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Mühimmat Depo Alanı (Bunker). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2775 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2241,Yunanistan - Larissa Hava Üssü | Mühimmat Depo Alanı (Bunker) #4,hava,39.627567,22.43736,92,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Mühimmat Depo Alanı (Bunker). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2775 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2242,Yunanistan - Larissa Hava Üssü | Mühimmat Depo Alanı (Bunker) #5,hava,39.652149,22.418063,92,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Mühimmat Depo Alanı (Bunker). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2775 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2243,Yunanistan - Larissa Hava Üssü | Mühimmat Depo Alanı (Bunker) #6,hava,39.650824,22.426847,92,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Mühimmat Depo Alanı (Bunker). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2775 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2244,Yunanistan - Larissa Hava Üssü | Mühimmat Depo Alanı (Bunker) #7,hava,39.658149,22.428077,92,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Mühimmat Depo Alanı (Bunker). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2775 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2245,Yunanistan - Larissa Hava Üssü | Mühimmat Depo Alanı (Bunker) #8,hava,39.650684,22.430401,92,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Mühimmat Depo Alanı (Bunker). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2775 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2246,Yunanistan - Larissa Hava Üssü | Mühimmat Depo Alanı (Bunker) #9,hava,39.658175,22.432598,92,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Mühimmat Depo Alanı (Bunker). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2775 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2247,Yunanistan - Larissa Hava Üssü | Mühimmat Depo Alanı (Bunker) #10,hava,39.663725,22.397394,92,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Mühimmat Depo Alanı (Bunker). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2775 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2248,Yunanistan - Larissa Hava Üssü | Mühimmat Depo Alanı (Bunker) #11,hava,39.647235,22.424583,92,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Mühimmat Depo Alanı (Bunker). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2775 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2249,Yunanistan - Larissa Hava Üssü | Mühimmat Depo Alanı (Bunker) #12,hava,39.660742,22.413192,92,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Mühimmat Depo Alanı (Bunker). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2775 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2250,Yunanistan - Larissa Hava Üssü | Mühimmat Depo Alanı (Bunker) #13,hava,39.654659,22.435252,92,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Mühimmat Depo Alanı (Bunker). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2775 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2251,Yunanistan - Larissa Hava Üssü | Mühimmat Depo Alanı (Bunker) #14,hava,39.636031,22.404422,92,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Mühimmat Depo Alanı (Bunker). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2775 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2252,Yunanistan - Larissa Hava Üssü | Mühimmat Depo Alanı (Bunker) #15,hava,39.640183,22.398387,92,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Mühimmat Depo Alanı (Bunker). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2775 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2253,Yunanistan - Larissa Hava Üssü | Üs Komuta Kontrol (C2) Merkezi #1,komuta,39.650395,22.416337,100,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Üs Komuta Kontrol (C2) Merkezi. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 222 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2254,Yunanistan - Larissa Hava Üssü | MQ-9 Reaper / İHA Apronu #1,hava,39.657782,22.416473,88,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): MQ-9 Reaper / İHA Apronu. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 888 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2255,Yunanistan - Larissa Hava Üssü | MQ-9 Reaper / İHA Apronu #2,hava,39.645794,22.409667,88,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): MQ-9 Reaper / İHA Apronu. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 888 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2256,Yunanistan - Larissa Hava Üssü | MQ-9 Reaper / İHA Apronu #3,hava,39.651546,22.410284,88,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): MQ-9 Reaper / İHA Apronu. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 888 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2257,Yunanistan - Larissa Hava Üssü | MQ-9 Reaper / İHA Apronu #4,hava,39.644126,22.415437,88,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): MQ-9 Reaper / İHA Apronu. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 888 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
2258,Suudi Arabistan - Prens Sultan Hava Üssü | Ana Pist - Kuzey Düğümü #1,hava,24.064116,47.559922,98,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Ana Pist - Kuzey Düğümü. Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 555 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2259,Suudi Arabistan - Prens Sultan Hava Üssü | Ana Pist - Güney Düğümü #1,hava,24.063288,47.566489,98,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Ana Pist - Güney Düğümü. Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max -555 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2260,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #1,hava,24.072147,47.569208,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2261,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #2,hava,24.061638,47.551812,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2262,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #3,hava,24.071745,47.564509,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2263,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #4,hava,24.066006,47.566002,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2264,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #5,hava,24.06236,47.559853,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2265,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #6,hava,24.067323,47.552147,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2266,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #7,hava,24.055552,47.563495,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
2267,Suudi Arabistan - Prens Sultan Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #8,hava,24.060007,47.562079,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Prens Sultan Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Prens Sultan Hava Üssü
