ID,Tesis Adı,Kategori,Enlem,Boylam,Kritiklik,Durum,Kaynak,Etiket,Tahmini_Alan_km2,Koordinat_Kaynagi,Detayli_Stratejik_Aciklama
1417,Iron Beam Güç Dağıtım Düğümü - Sektör 70D,Enerji,31.5542,34.6365,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1417 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.
1418,Iron Beam Güç Dağıtım Düğümü - Sektör 38D,Enerji,32.4339,34.4303,94,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1418 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 94 seviyesinde korunmaktadır.
1419,Iron Beam Güç Dağıtım Düğümü - Sektör 70C,Enerji,30.633653,35.113925,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1419 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.
1420,Iron Beam Güç Dağıtım Düğümü - Sektör 55D,Enerji,33.1875,35.0705,93,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1420 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 93 seviyesinde korunmaktadır.
1421,Iron Beam Güç Dağıtım Düğümü - Sektör 34C,Enerji,30.6345,34.6228,95,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1421 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 95 seviyesinde korunmaktadır.
1422,Iron Beam Güç Dağıtım Düğümü - Sektör 98B,Enerji,32.2487,35.6312,94,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1422 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 94 seviyesinde korunmaktadır.
1423,Iron Beam Güç Dağıtım Düğümü - Sektör 85C,Enerji,30.3006,34.9779,95,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1423 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 95 seviyesinde korunmaktadır.
1424,Iron Beam Güç Dağıtım Düğümü - Sektör 56B,Enerji,32.5807,34.7147,93,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1424 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 93 seviyesinde korunmaktadır.
1425,Iron Beam Güç Dağıtım Düğümü - Sektör 45A,Enerji,29.5523,35.0478,95,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1425 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 95 seviyesinde korunmaktadır.
1426,Iron Beam Güç Dağıtım Düğümü - Sektör 26D,Enerji,31.5474,35.2764,95,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1426 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 95 seviyesinde korunmaktadır.
1427,Iron Beam Güç Dağıtım Düğümü - Sektör 70D,Enerji,32.7291,35.1037,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1427 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.
1428,Iron Beam Güç Dağıtım Düğümü - Sektör 42D,Enerji,30.7606,35.6517,95,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1428 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 95 seviyesinde korunmaktadır.
1429,Iron Beam Güç Dağıtım Düğümü - Sektör 19A,Enerji,32.540427,34.859785,94,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1429 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 94 seviyesinde korunmaktadır.
1430,Iron Beam Güç Dağıtım Düğümü - Sektör 48A,Enerji,30.052266,35.087893,94,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1430 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 94 seviyesinde korunmaktadır.
1431,Iron Beam Güç Dağıtım Düğümü - Sektör 87B,Enerji,29.9383,35.3702,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1431 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.
1432,Iron Beam Güç Dağıtım Düğümü - Sektör 85D,Enerji,31.1669,34.9198,93,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1432 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 93 seviyesinde korunmaktadır.
1433,Iron Beam Güç Dağıtım Düğümü - Sektör 22B,Enerji,31.6039,34.3843,94,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1433 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 94 seviyesinde korunmaktadır.
1434,Iron Beam Güç Dağıtım Düğümü - Sektör 40B,Enerji,30.4792,34.4137,95,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1434 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 95 seviyesinde korunmaktadır.
1435,Iron Beam Güç Dağıtım Düğümü - Sektör 98D,Enerji,30.0792,34.8719,93,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1435 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 93 seviyesinde korunmaktadır.
1436,Iron Beam Güç Dağıtım Düğümü - Sektör 46D,Enerji,29.6208,34.7033,95,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1436 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 95 seviyesinde korunmaktadır.
1437,Iron Beam Güç Dağıtım Düğümü - Sektör 90B,Enerji,32.0433,35.5935,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1437 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.
1438,Iron Beam Güç Dağıtım Düğümü - Sektör 29C,Enerji,29.9247,34.6147,94,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1438 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 94 seviyesinde korunmaktadır.
1439,Iron Beam Güç Dağıtım Düğümü - Sektör 49C,Enerji,29.7642,34.5323,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1439 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.
1440,Iron Beam Güç Dağıtım Düğümü - Sektör 99D,Enerji,29.9601,35.2641,93,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1440 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 93 seviyesinde korunmaktadır.
1441,Iron Beam Güç Dağıtım Düğümü - Sektör 20A,Enerji,31.3517,34.9913,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1441 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.
1442,Iron Beam Güç Dağıtım Düğümü - Sektör 13A,Enerji,32.2178,35.1452,94,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1442 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 94 seviyesinde korunmaktadır.
1443,Iron Beam Güç Dağıtım Düğümü - Sektör 83A,Enerji,33.0591,35.4703,93,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1443 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 93 seviyesinde korunmaktadır.
1444,Iron Beam Güç Dağıtım Düğümü - Sektör 32D,Enerji,31.6321,35.3684,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1444 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.
1445,Iron Beam Güç Dağıtım Düğümü - Sektör 84D,Enerji,32.8895,34.5541,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1445 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.
1446,Iron Beam Güç Dağıtım Düğümü - Sektör 62C,Enerji,33.084023,34.957247,93,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1446 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 93 seviyesinde korunmaktadır.
1447,Iron Beam Güç Dağıtım Düğümü - Sektör 52D,Enerji,31.9795,35.5008,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1447 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.
1448,Iron Beam Güç Dağıtım Düğümü - Sektör 80A,Enerji,30.5664,35.6233,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1448 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.
1449,Iron Beam Güç Dağıtım Düğümü - Sektör 24D,Enerji,29.8258,34.6534,95,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1449 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 95 seviyesinde korunmaktadır.
1450,Iron Beam Güç Dağıtım Düğümü - Sektör 62A,Enerji,31.9333,35.0596,94,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1450 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 94 seviyesinde korunmaktadır.
1451,Iron Beam Güç Dağıtım Düğümü - Sektör 73D,Enerji,31.4182,35.1717,95,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1451 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 95 seviyesinde korunmaktadır.
1452,Iron Beam Güç Dağıtım Düğümü - Sektör 46D,Enerji,30.2532,35.0689,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1452 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.
1453,Iron Beam Güç Dağıtım Düğümü - Sektör 87B,Enerji,29.9493,35.6624,94,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1453 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 94 seviyesinde korunmaktadır.
1454,Iron Beam Güç Dağıtım Düğümü - Sektör 62A,Enerji,30.6498,34.3191,94,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1454 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 94 seviyesinde korunmaktadır.
1455,Iron Beam Güç Dağıtım Düğümü - Sektör 69A,Enerji,33.1714,35.5781,94,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1455 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 94 seviyesinde korunmaktadır.
1456,Iron Beam Güç Dağıtım Düğümü - Sektör 75C,Enerji,31.342562,35.302883,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1456 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.
1457,Iron Beam Güç Dağıtım Düğümü - Sektör 41D,Enerji,32.5885,35.6723,94,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1457 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 94 seviyesinde korunmaktadır.
1458,Iron Beam Güç Dağıtım Düğümü - Sektör 75B,Enerji,30.9193,35.5906,95,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1458 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 95 seviyesinde korunmaktadır.
1459,Iron Beam Güç Dağıtım Düğümü - Sektör 63C,Enerji,30.52296,35.406936,93,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1459 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 93 seviyesinde korunmaktadır.
1460,Iron Beam Güç Dağıtım Düğümü - Sektör 48D,Enerji,32.536196,34.695132,94,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1460 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 94 seviyesinde korunmaktadır.
1461,Iron Beam Güç Dağıtım Düğümü - Sektör 52D,Enerji,31.1522,34.9781,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1461 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.
1462,Iron Beam Güç Dağıtım Düğümü - Sektör 99B,Enerji,32.9516,35.5174,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1462 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.
1463,Iron Beam Güç Dağıtım Düğümü - Sektör 15C,Enerji,30.3642,35.3858,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1463 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.
1464,Iron Beam Güç Dağıtım Düğümü - Sektör 59B,Enerji,32.10987,35.436678,92,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1464 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 92 seviyesinde korunmaktadır.
1465,Iron Beam Güç Dağıtım Düğümü - Sektör 85C,Enerji,33.0699,34.4767,95,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1465 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 95 seviyesinde korunmaktadır.
1466,Iron Beam Güç Dağıtım Düğümü - Sektör 77D,Enerji,32.7345,34.9164,95,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1466 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 95 seviyesinde korunmaktadır.
1467,Iron Beam Güç Dağıtım Düğümü - Sektör 93B,Enerji,32.171817,34.873522,95,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1467 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 95 seviyesinde korunmaktadır.
1468,Iron Beam Güç Dağıtım Düğümü - Sektör 53D,Enerji,31.2371,35.6569,95,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,1.5,Orijinal/Algoritmik,ID-1468 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 95 seviyesinde korunmaktadır.
1469,VLF Denizaltı İletişim İstasyonu - Sektör 78D,Nükleer,31.24721,35.097234,98,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1469 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 78D: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 31.248N 35.0966E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1470,VLF Denizaltı İletişim İstasyonu - Sektör 72A,Nükleer,30.8656,35.1212,100,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1470 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 72A: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 30.8656N 35.1212E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1471,VLF Denizaltı İletişim İstasyonu - Sektör 46B,Nükleer,30.1991,34.9791,100,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1471 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 46B: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 30.1991N 34.9791E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
1472,VLF Denizaltı İletişim İstasyonu - Sektör 91A,Nükleer,30.5378,34.5689,97,KRİTİK,Tahmini İstihbarat (OSINT/Doctrine),Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,"ID-1472 Kodlu VLF Denizaltı İletişim İstasyonu - Sektör 91A: İsrail'in stratejik caydırıcılık hiyerarşisinin en üst düğümü. 30.5378N 34.5689E koordinatlarında yer alan bu tesis, nükleer yakıt döngüsü ve 'Samson Option' doktrini için kritiktir. Vurulması durumunda bölgesel radyolojik kirlenme riski %95'in üzerindedir. Tesis, Arrow-3 bataryaları ve 'Magen Or' lazer sistemleri ile 360 derece korunmaktadır. Yeraltı yapısı sığınak delici füzeler için özel olarak güçlendirilmiş betonarme katmanlara sahiptir."
