"ID","Tesis Adı","Kategori","Enlem","Boylam","Kritiklik","Durum","Kaynak","Etiket","Tahmini_Alan_km2","Detayli_Stratejik_Aciklama"
"4865","Suudi Arabistan - Topçu Bölük Mevzii [4865]","askeri","22.262485","49.635371","63","Gizli","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ÖNCELİKLİ","19.22","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"4866","Yunanistan Kıta - Askeri Mühimmat Fabrikası [4866]","sanayi","40.964551","25.422422","99","Aktif","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","19.08","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"4867","Girit - Hükümet Sürekliliği Sığınağı [4867]","tunel","34.996502","23.954544","94","Planlama","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","0.2","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"4868","Kıbrıs - Denizaltı Deniz Üssü [4868]","liman","34.700817","32.749402","83","Kısmi","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","15.04","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"4869","Mısır - Onarım Tersane Tesisi [4869]","liman","22.892865","27.231653","96","Gizli","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ACİL KORUMA","1.88","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"4870","Yunanistan Kıta - Fregat Filosu Deniz Üssü [4870]","liman","39.812209","23.738336","80","Planlama","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","7.65","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"4871","Yunanistan Adalar - Yeraltı Ulusal Komuta Bunkerı [4871]","tunel","39.050281","20.488519","98","Aktif","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","11.52","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"4872","Girit - Hava Savunma Füze Bataryası [4872]","hava","34.990711","23.621188","85","Planlama","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","4.55","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"4873","İsrail - Savunma Araştırma Geliştirme Enstitüsü [4873]","arastirma","31.921486","34.499762","54","Aktif","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","NORMAL","0.65","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"4874","Suriye Kıyı - Arama Kurtarma Helikopter Üssü [4874]","hava","35.413743","35.892018","39","Planlama","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","DÜŞÜK","12.34","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"4875","Yunanistan Kıta - Yeraltı Ulusal Komuta Bunkerı [4875]","tunel","41.19102","21.077166","95","Bakımda","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","3.18","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"4876","Irak - Nükleer Araştırma Reaktörü [4876]","nukleer","35.295333","42.39883","86","Planlama","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","4.86","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"4877","Girit - CBRN Korumalı Kriz Merkezi [4877]","tunel","35.184566","23.8193","90","Aktif","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","6.28","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"4878","İsrail - Hava Savunma Füze Bataryası [4878]","hava","31.689529","34.854586","71","Aktif","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ÖNCELİKLİ","14.6","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"4879","Doğu Akdeniz - Fregat Filosu Deniz Üssü [4879]","liman","31.38188","29.137908","94","Bakımda","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","17.31","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"4880","Suriye Kıyı - NATO İkmal Limanı [4880]","liman","35.668867","36.07892","95","Planlama","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","12.77","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"4881","Girit - Silah Yeraltı Depolama Tüneli [4881]","tunel","35.166716","25.300534","87","Gizli","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","4.48","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"4882","Malta - Jet Yakıtı Akaryakıt Deposu [4882]","depo","35.790115","14.639166","67","Gizli","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ÖNCELİKLİ","11.78","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"4883","İsrail - Rüzgar Enerji Parkı [4883]","enerji","31.416608","35.374113","72","Bakımda","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ÖNCELİKLİ","7.58","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"4884","Doğu Akdeniz - Kritik Altyapı Yeraltı İletişim Tesisi [4884]","tunel","31.166438","32.778925","63","Planlama","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ÖNCELİKLİ","7.29","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"4885","İsrail - Lojistik Destek Tugayı Karargahı [4885]","askeri","32.469984","34.610238","91","Gizli","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","13.53","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"4886","Ürdün - Topçu Bölük Mevzii [4886]","askeri","33.144978","36.631742","56","Aktif","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","NORMAL","12.93","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"4887","Suriye Kıyı - HES Tesisi [4887]","enerji","34.529759","35.649526","91","Aktif","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ACİL KORUMA","10.47","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"4888","Suriye Kıyı - Nükleer Araştırma Reaktörü [4888]","nukleer","34.509752","36.020891","91","Aktif","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","19.38","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"4889","Yunanistan Kıta - Konteyner Liman Lojistik Hub [4889]","liman","41.414432","24.67514","94","Kısmi","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","7.12","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"4890","Kıbrıs - CBRN Korumalı Kriz Merkezi [4890]","tunel","34.872648","32.471238","96","Planlama","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","14.68","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"4891","Irak - Siber Güvenlik Ar-Ge Merkezi [4891]","arastirma","32.864005","42.979769","85","Aktif","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","17.77","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"4892","Mısır - Savaş Uçağı Bakım Onarım Fabrikası [4892]","sanayi","30.002621","34.348862","87","Kısmi","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","13.49","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"4893","Girit - Zırhlı Muharebe Tugayı Üssü [4893]","askeri","35.127543","24.573295","64","Kısmi","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ÖNCELİKLİ","13.74","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"4894","Suriye Kıyı - Zırhlı Araç İkmal Bakım Deposu [4894]","depo","35.809849","36.156363","49","Planlama","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","NORMAL","7.4","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"4895","Kıbrıs - LNG Terminali [4895]","enerji","35.65077","34.508214","80","Kısmi","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","11.68","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"4896","Mısır - Hükümet Sürekliliği Sığınağı [4896]","tunel","26.010515","34.634903","74","Bakımda","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ÖNCELİKLİ","5.12","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"4897","Malta - Nükleer Araştırma Reaktörü [4897]","nukleer","35.951675","14.120912","85","Planlama","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","1.18","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"4898","Fransa Güney - Genelkurmay İleri Karargah [4898]","askeri","42.651356","6.700274","46","Kısmi","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","NORMAL","8.82","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"4899","Yunanistan Kıta - LNG Terminali [4899]","enerji","39.641735","24.968901","65","Planlama","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ÖNCELİKLİ","18.17","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"4900","Girit - Zırhlı Muharebe Tugayı Üssü [4900]","askeri","35.402342","23.728745","85","Bakımda","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ACİL KORUMA","0.61","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"4901","Suriye Kıyı - Askeri Mühimmat Fabrikası [4901]","sanayi","34.984999","36.148274","61","Aktif","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ÖNCELİKLİ","4.98","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"4902","İtalya NATO/ABD - Güdümlü Mermi Balistik Araştırma [4902]","arastirma","40.00889","13.658285","97","Aktif","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","3.8","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"4903","Girit - Kritik Altyapı Yeraltı İletişim Tesisi [4903]","tunel","35.074239","25.916298","83","Aktif","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","18.35","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"4904","Suudi Arabistan - Nükleer Silah Depolama Tesisi [4904]","nukleer","30.27298","46.006767","91","Kısmi","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","2.78","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"4905","Kıbrıs - Bölgesel Komuta Kontrol Merkezi [4905]","askeri","35.448657","34.464966","73","Kısmi","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ÖNCELİKLİ","5.23","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"4906","Fransa Güney - Stratejik Mühimmat Silah Deposu [4906]","depo","43.561574","5.685485","91","Aktif","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","13.63","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"4907","Mısır - Radyoaktif Madde Güvenli Depo [4907]","nukleer","23.639212","34.739628","80","Gizli","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ACİL KORUMA","17.69","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"4908","Fransa Güney - Güdümlü Mermi Balistik Araştırma [4908]","arastirma","43.061509","4.525683","83","Planlama","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","10.6","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"4909","İsrail - Fregat Filosu Deniz Üssü [4909]","liman","30.081888","35.343565","77","Kısmi","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ÖNCELİKLİ","16.67","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"4910","Yunanistan Kıta - Nükleer Araştırma Reaktörü [4910]","nukleer","39.827399","26.248108","85","Gizli","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","4.14","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"4911","Suriye Kıyı - Zırhlı Araç İkmal Bakım Deposu [4911]","depo","35.579919","36.117236","28","Kısmi","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","DÜŞÜK","17.8","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"4912","Ürdün - Doğalgaz Pompa İstasyonu [4912]","enerji","31.983588","35.944917","96","Planlama","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","2.14","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"4913","Malta - Kritik Altyapı Yeraltı İletişim Tesisi [4913]","tunel","35.954939","14.355155","62","Gizli","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ÖNCELİKLİ","12.95","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"4914","Ürdün - Savaş Uçağı Bakım Onarım Fabrikası [4914]","sanayi","29.272118","35.053348","81","Gizli","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","19.57","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"4915","Mısır - Hava Cephane Füze Deposu [4915]","depo","31.347074","32.45908","73","Gizli","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ÖNCELİKLİ","17.8","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"4916","Girit - Zırhlı Araç Üretim Tesisi [4916]","sanayi","35.292179","25.775672","89","Bakımda","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","15.45","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"4917","Irak - Silah Yeraltı Depolama Tüneli [4917]","tunel","31.975939","46.589458","90","Gizli","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","12.52","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"4918","Suriye Kıyı - ELINT Elektronik İstihbarat Noktası [4918]","radar","35.027987","36.015803","86","Bakımda","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","18.96","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"4919","İtalya NATO/ABD - Nükleer Araştırma Reaktörü [4919]","nukleer","40.704625","13.129162","81","Planlama","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","8.14","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"4920","Doğu Akdeniz - Zırhlı Muharebe Tugayı Üssü [4920]","askeri","33.596301","34.719737","89","Bakımda","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","17.86","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"4921","Malta - Onarım Tersane Tesisi [4921]","liman","35.907345","14.570759","97","Aktif","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","12.68","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"4922","Malta - Nakliye Lojistik Hava Üssü [4922]","hava","35.713357","14.294822","80","Bakımda","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","5.4","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"4923","İsrail - Askeri Mühimmat Fabrikası [4923]","sanayi","30.403425","35.448964","86","Kısmi","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","10.71","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"4924","Yunanistan Kıta - Komando Özel Kuvvetler Üssü [4924]","askeri","38.504097","19.934241","66","Planlama","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ÖNCELİKLİ","13.5","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"4925","Ürdün - Elektronik Harp Araştırma Lab [4925]","arastirma","29.695177","36.837247","82","Aktif","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","19.98","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"4926","İtalya NATO/ABD - Güneş Enerji Çiftliği [4926]","enerji","38.870585","15.459482","74","Gizli","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ÖNCELİKLİ","17.72","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"4927","Suudi Arabistan - Arama Kurtarma Helikopter Üssü [4927]","hava","19.971713","41.820001","90","Planlama","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","18.69","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"4928","İsrail - SIGINT Sinyal İstihbarat İstasyonu [4928]","radar","30.660212","35.694341","92","Gizli","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ACİL KORUMA","6.57","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"4929","Yunanistan Adalar - Termik Enerji Santrali [4929]","enerji","37.851765","20.904062","96","Gizli","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","4.51","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"4930","Girit - Jet Yakıtı Akaryakıt Deposu [4930]","depo","34.953104","24.349908","83","Kısmi","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","18.04","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"4931","Kıbrıs - Zırhlı Muharebe Tugayı Üssü [4931]","askeri","35.146945","34.52475","99","Aktif","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","19.0","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"4932","Yunanistan Adalar - Amfibi Hücum Limanı [4932]","liman","37.531384","25.562026","94","Bakımda","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","13.87","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"4933","Kıbrıs - Zırhlı Araç Üretim Tesisi [4933]","sanayi","35.616631","34.157086","93","Bakımda","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","5.28","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"4934","Girit - Balistik Füze Erken Uyarı Radar [4934]","radar","35.42337","24.971396","84","Gizli","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","4.07","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"4935","Ürdün - Doğalgaz Pompa İstasyonu [4935]","enerji","33.331863","36.283221","35","Gizli","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","DÜŞÜK","14.78","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"4936","Mısır - Hükümet Sürekliliği Sığınağı [4936]","tunel","27.045857","31.3935","88","Gizli","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","14.52","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"4937","Girit - Savunma Araştırma Geliştirme Enstitüsü [4937]","arastirma","35.329431","26.275539","67","Kısmi","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ÖNCELİKLİ","2.67","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"4938","Ürdün - Savunma Araştırma Geliştirme Enstitüsü [4938]","arastirma","29.869665","37.047005","91","Planlama","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","13.2","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"4939","Yunanistan Adalar - Uzun Menzilli Erken Uyarı Radar Sistemi [4939]","radar","37.749114","22.675045","82","Bakımda","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","9.76","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"4940","Malta - Güdümlü Mermi Balistik Araştırma [4940]","arastirma","35.720541","14.231187","55","Gizli","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","NORMAL","8.1","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
